LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01002805,2825,Islington 003B,E09000019,Islington,22.828000000000003,12161,4,0.136,11908,4,0.081,16089,5,9.398,22474,7,0.17300000000000001,13427,5,1.092,2852,1,27.99,8446,3,27.294,10365,4,N19 4EL,N19  4EL,N19 4EL,198001,0,0,E00014008,E02000556,E09000019,Islington 003B,Islington 003,Islington,,1451361
E01002806,2826,Islington 003C,E09000019,Islington,26.951999999999998,9620,3,0.177,8275,3,0.121,9615,3,4.561,27835,9,0.46,9592,3,1.089,2870,1,23.070999999999998,13132,4,29.839000000000002,8911,3,N4  3DR,N4   3DR,N4 3DR,198001,0,0,E00014019,E02000556,E09000019,Islington 003C,Islington 003,Islington,,1458832
E01002807,2827,Islington 001E,E09000019,Islington,31.573,7258,3,0.233,4822,2,0.14300000000000002,7236,3,15.467,17009,6,0.5820000000000001,8147,3,0.478,9366,3,30.413,6671,3,26.288,11000,4,N15 9BR,N15  9BR,N15 9BR,201307,201405,1,E00014022,E02000554,E09000019,Islington 001E,Islington 001,Islington,,1446699
E01002808,2828,Islington 003D,E09000019,Islington,24.642,10985,4,0.17600000000000002,8292,3,0.11199999999999999,10726,4,8.441,23472,8,0.182,13304,5,0.579,8003,3,26.148000000000003,10043,4,30.996,8255,3,N19 4HW,N19  4HW,N19 4HW,198001,201003,1,E00013997,E02000556,E09000019,Islington 003D,Islington 003,Islington,,1451207
E01002809,2829,Islington 003E,E09000019,Islington,31.444000000000003,7327,3,0.21600000000000003,5731,2,0.156,6062,2,8.673,23218,8,0.41,10189,4,0.713,6359,2,30.932,6328,2,30.743000000000002,8388,3,N19 3NP,N19  3NP,N19 3NP,198001,0,0,E00014035,E02000556,E09000019,Islington 003E,Islington 003,Islington,,1450857
E01002810,2830,Islington 003F,E09000019,Islington,33.321,6536,2,0.221,5466,2,0.161,5663,2,12.716,19296,6,0.7240000000000001,6643,3,0.8029999999999999,5375,2,28.375999999999998,8130,3,28.134,9873,4,N19 3NT,N19  3NT,N19 3NT,198001,0,0,E00014034,E02000556,E09000019,Islington 003F,Islington 003,Islington,,1450921
E01002811,2831,Islington 001F,E09000019,Islington,38.606,4691,2,0.261,3576,2,0.18600000000000003,3948,2,9.079,22776,7,0.8759999999999999,5248,2,1.0859999999999999,2901,1,26.5,9710,3,32.501999999999995,7462,3,N19 3QG,N19  3QG,N19 3QG,198001,0,0,E00014009,E02000554,E09000019,Islington 001F,Islington 001,Islington,,1451186
E01033486,2832,Islington 011E,E09000019,Islington,37.609,5005,2,0.253,3888,2,0.154,6170,2,19.629,13997,5,0.736,6515,2,1.026,3336,2,27.741,8655,3,37.266,5278,2,N7  8NF,N7   8NF,N7 8NF,200006,0,0,E00013783,E02000564,E09000019,Islington 011E,Islington 011,Islington,,1462023
E01033487,2833,Islington 011F,E09000019,Islington,10.732000000000001,23623,8,0.057,24467,8,0.021,32185,10,7.428,24568,8,-0.228,19538,6,-1.17,30293,10,34.547,4297,2,26.485,10882,4,N7  8GQ,N7   8GQ,N7 8GQ,200703,0,0,E00174750,E02000564,E09000019,Islington 011F,Islington 011,Islington,,1462012
E01033488,2834,Islington 011G,E09000019,Islington,32.982,6677,3,0.23,5002,2,0.129,8637,3,11.687000000000001,20243,7,0.53,8739,3,1.014,3412,2,32.258,5496,2,32.548,7440,3,N7  6NA,N7   6NA,N7 6NA,198001,199706,0,E00174756,E02000564,E09000019,Islington 011G,Islington 011,Islington,,1461661
E01033489,2835,Islington 022G,E09000019,Islington,12.468,21648,7,0.04,28666,9,0.023,31881,10,3.284,29400,9,-0.5760000000000001,24397,8,-0.29600000000000004,20990,7,39.388000000000005,2379,1,39.666,4369,2,EC1M5NL,EC1M 5NL,EC1M 5NL,199201,200303,1,E00174783,E02000575,E09000019,Islington 022G,Islington 022,Islington,,742488
E01033490,2836,Islington 022H,E09000019,Islington,19.576,14740,5,0.091,17753,6,0.046,25893,8,9.791,22056,7,-0.276,20295,7,-0.435,22894,7,39.5,2350,1,55.092,1180,1,EC1A4AE,EC1A 4AE,EC1A 4AE,200810,0,1,E00013434,E02000575,E09000019,Islington 022H,Islington 022,Islington,,742201
E01033491,2837,Islington 011H,E09000019,Islington,29.14,8440,3,0.161,9569,3,0.102,12220,4,10.52,21346,7,0.027999999999999997,15577,5,1.043,3204,1,33.349000000000004,4905,2,49.983999999999995,1918,1,N7  6AP,N7   6AP,N7 6AP,199512,200110,1,E00174826,E02000564,E09000019,Islington 011H,Islington 011,Islington,,1461204
E01033492,2838,Islington 011I,E09000019,Islington,30.044,8006,3,0.177,8272,3,0.083,15652,5,5.1610000000000005,27121,9,0.049,15243,5,0.8320000000000001,5088,2,31.971999999999998,5672,2,71.207,79,1,N7  7EZ,N7   7EZ,N7 7EZ,201307,0,0,E00174819,E02000564,E09000019,Islington 011I,Islington 011,Islington,,1461637
E01033493,2839,Islington 006F,E09000019,Islington,11.735,22483,7,0.026000000000000002,31418,10,0.009000000000000001,32773,10,13.212,18866,6,0.001,16000,5,-1.36,31271,10,33.383,4887,2,36.041,5791,2,N5  1DB,N5   1DB,N5 1DB,198001,199112,1,E00174820,E02000559,E09000019,Islington 006F,Islington 006,Islington,,1459472
E01033494,2840,Islington 006G,E09000019,Islington,16.599,17374,6,0.106,15504,5,0.07,18678,6,2.338,30490,10,-0.285,20418,7,0.319,11659,4,21.405,15007,5,41.603,3767,2,N4  2QP,N4   2QP,N4 2QP,198001,0,0,E00174831,E02000559,E09000019,Islington 006G,Islington 006,Islington,,1458434
E01002812,2841,Kensington and Chelsea 013A,E09000020,Kensington and Chelsea,11.548,22698,7,0.023,31845,10,0.015,32597,10,2.222,30630,10,-2.1319999999999997,32697,10,-0.49,23641,8,40.748000000000005,1981,1,44.313,3072,1,SW184RT,SW18 4RT,SW18 4RT,199412,199512,1,E00014048,E02000589,E09000020,Kensington and Chelsea 013A,Kensington and Chelsea 013,Kensington and Chelsea,,2226849
E01002813,2842,Kensington and Chelsea 011A,E09000020,Kensington and Chelsea,10.093,24398,8,0.038,28983,9,0.021,32119,10,0.7909999999999999,32252,10,-2.178,32718,10,0.268,12418,4,27.375999999999998,8934,3,42.321000000000005,3582,2,W8  5LF,W8   5LF,W8 5LF,198001,0,0,E00014070,E02000587,E09000020,Kensington and Chelsea 011A,Kensington and Chelsea 011,Kensington and Chelsea,,2446610
E01002814,2843,Kensington and Chelsea 015A,E09000020,Kensington and Chelsea,25.028000000000002,10748,4,0.158,9793,3,0.109,11203,4,3.043,29681,10,-0.882,27818,9,0.289,12100,4,45.489,971,1,37.424,5209,2,SW5 9QL,SW5  9QL,SW5 9QL,198001,0,0,E00014058,E02000591,E09000020,Kensington and Chelsea 015A,Kensington and Chelsea 015,Kensington and Chelsea,,2242817
E01002815,2844,Kensington and Chelsea 011B,E09000020,Kensington and Chelsea,18.289,15885,5,0.086,18530,6,0.055,23244,8,1.6569999999999998,31264,10,-1.112,29687,10,0.11800000000000001,14847,5,43.442,1341,1,46.885,2476,1,SW5 9QJ,SW5  9QJ,SW5 9QJ,198001,0,0,E00014052,E02000587,E09000020,Kensington and Chelsea 011B,Kensington and Chelsea 011,Kensington and Chelsea,,2242816
E01002816,2845,Kensington and Chelsea 011C,E09000020,Kensington and Chelsea,11.527999999999999,22718,7,0.022000000000000002,31973,10,0.022000000000000002,32067,10,0.34,32657,10,-2.329,32769,10,0.042,16009,5,36.538000000000004,3401,2,46.218,2621,1,W8  5LA,W8   5LA,W8 5LA,198001,0,0,E00014066,E02000587,E09000020,Kensington and Chelsea 011C,Kensington and Chelsea 011,Kensington and Chelsea,,2446607
E01002817,2846,Kensington and Chelsea 011D,E09000020,Kensington and Chelsea,10.4,24015,8,0.033,30205,10,0.025,31686,10,0.626,32416,10,-2.356,32779,10,0.36200000000000004,10979,4,26.76,9499,3,44.603,2992,1,W14 8PR,W14  8PR,W14 8PR,198001,0,0,E00014056,E02000587,E09000020,Kensington and Chelsea 011D,Kensington and Chelsea 011,Kensington and Chelsea,,2415205
E01002818,2847,Kensington and Chelsea 012A,E09000020,Kensington and Chelsea,12.655999999999999,21429,7,0.015,32613,10,0.009000000000000001,32783,10,3.5410000000000004,29082,9,-3.123,32841,10,0.264,12497,4,38.335,2726,1,46.568000000000005,2530,1,SW1X0EP,SW1X 0EP,SW1X 0EP,198001,0,0,E00014096,E02000588,E09000020,Kensington and Chelsea 012A,Kensington and Chelsea 012,Kensington and Chelsea,,2235012
E01002819,2848,Kensington and Chelsea 012B,E09000020,Kensington and Chelsea,11.072000000000001,23245,8,0.015,32559,10,0.006,32824,10,6.697,25377,8,-2.563,32808,10,-0.287,20860,7,34.535,4306,2,46.188,2629,1,SW1X0BU,SW1X 0BU,SW1X 0BU,198001,198112,1,E00014098,E02000588,E09000020,Kensington and Chelsea 012B,Kensington and Chelsea 012,Kensington and Chelsea,,2235121
E01002820,2849,Kensington and Chelsea 016A,E09000020,Kensington and Chelsea,9.557,25054,8,0.027000000000000003,31389,10,0.017,32460,10,3.6689999999999996,28921,9,-2.271,32753,10,-0.467,23323,8,35.368,3908,2,37.366,5234,2,SW7 1DD,SW7  1DD,SW7 1DD,200709,200806,1,E00014101,E02000592,E09000020,Kensington and Chelsea 016A,Kensington and Chelsea 016,Kensington and Chelsea,,2245603
E01002821,2850,Kensington and Chelsea 014A,E09000020,Kensington and Chelsea,10.933,23418,8,0.024,31703,10,0.011000000000000001,32718,10,2.42,30398,10,-2.35,32777,10,0.304,11878,4,31.561,5936,2,44.36,3060,1,SW3 2AB,SW3  2AB,SW3 2AB,200112,0,0,E00014100,E02000590,E09000020,Kensington and Chelsea 014A,Kensington and Chelsea 014,Kensington and Chelsea,,2239516
E01002822,2851,Kensington and Chelsea 016B,E09000020,Kensington and Chelsea,12.856,21201,7,0.013000000000000001,32715,10,0.004,32835,10,2.154,30718,10,-3.105,32840,10,0.257,12605,4,29.491999999999997,7310,3,61.323,567,1,SW3 6HH,SW3  6HH,SW3 6HH,198001,0,0,E00014111,E02000592,E09000020,Kensington and Chelsea 016B,Kensington and Chelsea 016,Kensington and Chelsea,,2241144
E01002823,2852,Kensington and Chelsea 014B,E09000020,Kensington and Chelsea,28.418000000000003,8812,3,0.195,6965,3,0.14400000000000002,7096,3,5.645,26565,9,-0.21899999999999997,19425,6,0.17800000000000002,13870,5,37.35,3075,1,39.222,4538,2,SW3 6QD,SW3  6QD,SW3 6QD,198001,0,0,E00014109,E02000590,E09000020,Kensington and Chelsea 014B,Kensington and Chelsea 014,Kensington and Chelsea,,2241056
E01002824,2853,Kensington and Chelsea 008A,E09000020,Kensington and Chelsea,10.045,24462,8,0.023,31856,10,0.021,32160,10,0.581,32458,10,-2.301,32759,10,-0.078,17813,6,29.808000000000003,7102,3,47.261,2398,1,W8  4GR,W8   4GR,W8 4GR,199812,200007,1,E00014121,E02000584,E09000020,Kensington and Chelsea 008A,Kensington and Chelsea 008,Kensington and Chelsea,,2446025
E01002825,2854,Kensington and Chelsea 008B,E09000020,Kensington and Chelsea,9.697000000000001,24885,8,0.044000000000000004,27707,9,0.037000000000000005,28646,9,0.35700000000000004,32644,10,-2.123,32684,10,-0.5720000000000001,24748,8,29.414,7367,3,41.394,3830,2,W8  4LX,W8   4LX,W8 4LX,198001,0,0,E00014135,E02000584,E09000020,Kensington and Chelsea 008B,Kensington and Chelsea 008,Kensington and Chelsea,,2446055
E01002826,2855,Kensington and Chelsea 008C,E09000020,Kensington and Chelsea,10.755999999999998,23594,8,0.035,29862,10,0.019,32366,10,0.45,32564,10,-2.214,32730,10,-0.139,18730,6,31.767,5804,2,48.068000000000005,2242,1,W8  4LP,W8   4LP,W8 4LP,199002,199012,1,E00014133,E02000584,E09000020,Kensington and Chelsea 008C,Kensington and Chelsea 008,Kensington and Chelsea,,2446008
E01002827,2856,Kensington and Chelsea 008D,E09000020,Kensington and Chelsea,12.075,22084,7,0.024,31756,10,0.025,31633,10,0.018000000000000002,32843,10,-2.29,32756,10,0.20199999999999999,13461,5,29.616999999999997,7232,3,56.32899999999999,1027,1,W11 3FE,W11  3FE,W11 3FE,199906,201701,1,E00014144,E02000584,E09000020,Kensington and Chelsea 008D,Kensington and Chelsea 008,Kensington and Chelsea,,2411267
E01002828,2857,Kensington and Chelsea 008E,E09000020,Kensington and Chelsea,16.243,17715,6,0.07400000000000001,20596,7,0.07,18673,6,2.883,29879,10,-1.301,30865,10,0.23199999999999998,12998,4,33.024,5062,2,43.711000000000006,3233,1,W11 3QQ,W11  3QQ,W11 3QQ,198001,199507,1,E00014140,E02000584,E09000020,Kensington and Chelsea 008E,Kensington and Chelsea 008,Kensington and Chelsea,,2411313
E01002829,2858,Kensington and Chelsea 004A,E09000020,Kensington and Chelsea,34.531,6055,2,0.213,5953,2,0.166,5290,2,5.69,26510,9,0.005,15925,5,0.8,5417,2,40.438,2066,1,43.895,3180,1,W11 1HH,W11  1HH,W11 1HH,198001,0,0,E00014168,E02000580,E09000020,Kensington and Chelsea 004A,Kensington and Chelsea 004,Kensington and Chelsea,,2410432
E01002830,2859,Kensington and Chelsea 004B,E09000020,Kensington and Chelsea,35.373000000000005,5764,2,0.215,5774,2,0.17,5005,2,7.992000000000001,23951,8,-0.345,21380,7,1.24,2031,1,41.861999999999995,1692,1,35.908,5850,2,W10 5TZ,W10  5TZ,W10 5TZ,198303,0,0,E00014150,E02000580,E09000020,Kensington and Chelsea 004B,Kensington and Chelsea 004,Kensington and Chelsea,,2410315
E01002831,2860,Kensington and Chelsea 004C,E09000020,Kensington and Chelsea,36.708,5299,2,0.215,5776,2,0.16399999999999998,5385,2,5.882000000000001,26288,9,-0.013999999999999999,16220,5,1.28,1843,1,40.382,2084,1,44.809,2950,1,W10 5NE,W10  5NE,W10 5NE,198001,0,0,E00014172,E02000580,E09000020,Kensington and Chelsea 004C,Kensington and Chelsea 004,Kensington and Chelsea,,2409764
E01002832,2861,Kensington and Chelsea 004D,E09000020,Kensington and Chelsea,31.366,7367,3,0.218,5657,2,0.131,8375,3,7.115,24928,8,-0.344,21360,7,0.755,5884,2,39.772,2266,1,42.846000000000004,3434,2,W11 1FW,W11  1FW,W11 1FW,199606,199706,1,E00014154,E02000580,E09000020,Kensington and Chelsea 004D,Kensington and Chelsea 004,Kensington and Chelsea,,2410402
E01002833,2862,Kensington and Chelsea 007A,E09000020,Kensington and Chelsea,19.197,15083,5,0.083,19096,6,0.057999999999999996,22166,7,3.969,28574,9,-0.866,27662,9,1.05,3139,1,32.747,5236,2,44.971000000000004,2905,1,W11 1JA,W11  1JA,W11 1JA,198001,0,0,E00014180,E02000583,E09000020,Kensington and Chelsea 007A,Kensington and Chelsea 007,Kensington and Chelsea,,2410442
E01002834,2863,Kensington and Chelsea 013B,E09000020,Kensington and Chelsea,15.607000000000001,18346,6,0.055999999999999994,24575,8,0.038,28356,9,0.19899999999999998,32762,10,-1.4409999999999998,31503,10,0.017,16412,5,36.256,3515,2,59.748999999999995,706,1,SW5 0HT,SW5  0HT,SW5 0HT,198001,199806,1,E00014202,E02000589,E09000020,Kensington and Chelsea 013B,Kensington and Chelsea 013,Kensington and Chelsea,,2242412
E01002835,2864,Kensington and Chelsea 016C,E09000020,Kensington and Chelsea,10.460999999999999,23929,8,0.024,31744,10,0.013000000000000001,32648,10,2.6260000000000003,30198,10,-2.367,32781,10,0.215,13258,5,28.805,7808,3,46.196000000000005,2628,1,SW7 2EG,SW7  2EG,SW7 2EG,198106,199112,1,E00014217,E02000592,E09000020,Kensington and Chelsea 016C,Kensington and Chelsea 016,Kensington and Chelsea,,2246294
E01002836,2865,Kensington and Chelsea 016D,E09000020,Kensington and Chelsea,11.093,23221,8,0.043,27981,9,0.034,29708,10,1.32,31660,10,-1.53,31783,10,0.081,15402,5,33.781,4689,2,38.498000000000005,4804,2,SW5 0AL,SW5  0AL,SW5 0AL,198001,0,0,E00014204,E02000592,E09000020,Kensington and Chelsea 016D,Kensington and Chelsea 016,Kensington and Chelsea,,2242478
E01002837,2866,Kensington and Chelsea 016E,E09000020,Kensington and Chelsea,13.106,20942,7,0.012,32721,10,0.006,32818,10,2.94,29800,10,-2.6510000000000002,32819,10,-0.318,21300,7,32.661,5294,2,64.577,323,1,SW109RT,SW10 9RT,SW10 9RT,198001,0,0,E00014214,E02000592,E09000020,Kensington and Chelsea 016E,Kensington and Chelsea 016,Kensington and Chelsea,,2215295
E01002838,2867,Kensington and Chelsea 020A,E09000020,Kensington and Chelsea,11.107999999999999,23203,8,0.011000000000000001,32756,10,0.005,32828,10,1.764,31146,10,-2.255,32747,10,0.23,13032,4,37.896,2874,1,39.074,4597,2,SW109QP,SW10 9QP,SW10 9QP,198001,200210,0,E00175098,E02000596,E09000020,Kensington and Chelsea 020A,Kensington and Chelsea 020,Kensington and Chelsea,,2215258
E01002839,2868,Kensington and Chelsea 013C,E09000020,Kensington and Chelsea,25.779,10320,4,0.111,14806,5,0.102,12139,4,1.7069999999999999,31205,10,-0.73,26239,8,0.27699999999999997,12290,4,46.827,742,1,56.015,1064,1,SW5 0NX,SW5  0NX,SW5 0NX,198001,199012,1,E00014184,E02000589,E09000020,Kensington and Chelsea 013C,Kensington and Chelsea 013,Kensington and Chelsea,,2242417
E01002840,2869,Kensington and Chelsea 021A,E09000020,Kensington and Chelsea,37.672,4981,2,0.273,3109,1,0.177,4491,2,10.131,21689,7,-0.228,19544,6,0.862,4782,2,38.622,2618,1,40.423,4131,2,SW100HA,SW10 0HA,SW10 0HA,198001,0,0,E00014239,E02000597,E09000020,Kensington and Chelsea 021A,Kensington and Chelsea 021,Kensington and Chelsea,,2214814
E01002841,2870,Kensington and Chelsea 021B,E09000020,Kensington and Chelsea,26.462,9898,4,0.15,10534,4,0.11699999999999999,10111,4,3.549,29071,9,0.055,15154,5,0.922,4207,2,35.775999999999996,3738,2,34.611,6425,2,SW100AB,SW10 0AB,SW10 0AB,201008,0,0,E00014255,E02000597,E09000020,Kensington and Chelsea 021B,Kensington and Chelsea 021,Kensington and Chelsea,,2214660
E01002842,2871,Kensington and Chelsea 021C,E09000020,Kensington and Chelsea,47.396,2593,1,0.363,823,1,0.222,2197,1,17.635,15369,5,0.272,12016,4,0.579,8013,3,41.628,1747,1,33.006,7200,3,SW100GP,SW10 0GP,SW10 0GP,200003,200010,1,E00014246,E02000597,E09000020,Kensington and Chelsea 021C,Kensington and Chelsea 021,Kensington and Chelsea,,2214804
E01002843,2872,Kensington and Chelsea 021D,E09000020,Kensington and Chelsea,42.608000000000004,3564,2,0.287,2637,1,0.222,2201,1,14.707,17581,6,0.61,7814,3,0.608,7629,3,37.314,3096,1,32.402,7515,3,SW100HE,SW10 0HE,SW10 0HE,198001,0,0,E00014240,E02000597,E09000020,Kensington and Chelsea 021D,Kensington and Chelsea 021,Kensington and Chelsea,,2214817
E01002844,2873,Kensington and Chelsea 019A,E09000020,Kensington and Chelsea,17.02,16966,6,0.084,18863,6,0.052000000000000005,24033,8,1.149,31848,10,-1.089,29510,9,0.37200000000000005,10838,4,36.126,3570,2,47.661,2316,1,SW3 5ZG,SW3  5ZG,SW3 5ZG,199606,199806,1,E00014223,E02000595,E09000020,Kensington and Chelsea 019A,Kensington and Chelsea 019,Kensington and Chelsea,,2241005
E01002845,2874,Kensington and Chelsea 019B,E09000020,Kensington and Chelsea,21.021,13544,5,0.126,12972,4,0.09,14321,5,2.09,30797,10,-0.716,26081,8,0.139,14487,5,36.413000000000004,3451,2,44.78,2954,1,SW3 5BH,SW3  5BH,SW3 5BH,198001,0,0,E00014236,E02000595,E09000020,Kensington and Chelsea 019B,Kensington and Chelsea 019,Kensington and Chelsea,,2240461
E01002846,2875,Kensington and Chelsea 017A,E09000020,Kensington and Chelsea,30.857,7626,3,0.162,9428,3,0.125,9038,3,1.8880000000000001,31013,10,0.142,13851,5,0.485,9272,3,52.608999999999995,123,1,37.811,5067,2,SW5 9JZ,SW5  9JZ,SW5 9JZ,198001,0,0,E00014276,E02000593,E09000020,Kensington and Chelsea 017A,Kensington and Chelsea 017,Kensington and Chelsea,,2242835
E01002847,2876,Kensington and Chelsea 015B,E09000020,Kensington and Chelsea,22.142,12666,4,0.08,19610,6,0.065,20047,7,0.69,32348,10,-0.77,26693,9,0.9209999999999999,4213,2,46.07899999999999,877,1,46.657,2516,1,SW5 9PU,SW5  9PU,SW5 9PU,199002,199212,1,E00014293,E02000591,E09000020,Kensington and Chelsea 015B,Kensington and Chelsea 015,Kensington and Chelsea,,2242801
E01002848,2877,Kensington and Chelsea 015C,E09000020,Kensington and Chelsea,29.533,8243,3,0.158,9754,3,0.10300000000000001,12068,4,4.458,27967,9,-0.154,18455,6,0.006,16574,6,56.66,36,1,48.882,2093,1,SW5 9PY,SW5  9PY,SW5 9PY,198203,199507,1,E00014296,E02000591,E09000020,Kensington and Chelsea 015C,Kensington and Chelsea 015,Kensington and Chelsea,,2242805
E01002849,2878,Kensington and Chelsea 017B,E09000020,Kensington and Chelsea,17.215,16808,6,0.068,22000,7,0.055,23213,8,0.861,32169,10,-1.209,30340,10,0.899,4394,2,35.982,3654,2,41.979,3668,2,SW5 0EL,SW5  0EL,SW5 0EL,198001,0,0,E00014285,E02000593,E09000020,Kensington and Chelsea 017B,Kensington and Chelsea 017,Kensington and Chelsea,,2242541
E01002850,2879,Kensington and Chelsea 013D,E09000020,Kensington and Chelsea,23.704,11573,4,0.111,14774,5,0.08900000000000001,14506,5,1.869,31035,10,-0.6759999999999999,25656,8,0.425,10098,4,44.868,1087,1,48.847,2105,1,SW5 0PF,SW5  0PF,SW5 0PF,198001,201001,1,E00014286,E02000589,E09000020,Kensington and Chelsea 013D,Kensington and Chelsea 013,Kensington and Chelsea,,2242469
E01002851,2880,Kensington and Chelsea 015D,E09000020,Kensington and Chelsea,39.773,4330,2,0.26,3590,2,0.17300000000000001,4767,2,3.484,29149,9,0.365,10783,4,0.77,5735,2,48.395,525,1,40.602,4070,2,SW5 9PW,SW5  9PW,SW5 9PW,198604,199012,1,E00014287,E02000591,E09000020,Kensington and Chelsea 015D,Kensington and Chelsea 015,Kensington and Chelsea,,2242802
E01002852,2881,Kensington and Chelsea 001A,E09000020,Kensington and Chelsea,41.748000000000005,3797,2,0.297,2283,1,0.175,4628,2,16.166,16437,6,0.45799999999999996,9614,3,0.8079999999999999,5320,2,41.696999999999996,1728,1,36.044000000000004,5787,2,NW105NU,NW10 5NU,NW10 5NU,198001,0,0,E00014307,E02000577,E09000020,Kensington and Chelsea 001A,Kensington and Chelsea 001,Kensington and Chelsea,,1633748
E01002853,2882,Kensington and Chelsea 001B,E09000020,Kensington and Chelsea,57.097,1212,1,0.379,610,1,0.256,1145,1,28.829,9053,3,0.43700000000000006,9861,4,1.6569999999999998,662,1,38.473,2668,1,35.022,6229,2,W10 5GG,W10  5GG,W10 5GG,199712,200106,1,E00014316,E02000577,E09000020,Kensington and Chelsea 001B,Kensington and Chelsea 001,Kensington and Chelsea,,2409658
E01002854,2883,Kensington and Chelsea 001C,E09000020,Kensington and Chelsea,45.147,3030,1,0.325,1532,1,0.221,2230,1,13.844000000000001,18292,6,0.035,15469,5,1.176,2374,1,37.305,3101,1,33.708,6849,3,W10 5PH,W10  5PH,W10 5PH,199007,0,0,E00014321,E02000577,E09000020,Kensington and Chelsea 001C,Kensington and Chelsea 001,Kensington and Chelsea,,2409657
E01002855,2884,Kensington and Chelsea 001D,E09000020,Kensington and Chelsea,45.479,2975,1,0.317,1725,1,0.22399999999999998,2094,1,9.941,21886,7,0.361,10841,4,0.978,3693,2,41.67,1736,1,32.344,7554,3,W10 5GJ,W10  5GJ,W10 5GJ,198704,0,0,E00014300,E02000577,E09000020,Kensington and Chelsea 001D,Kensington and Chelsea 001,Kensington and Chelsea,,2409683
E01002856,2885,Kensington and Chelsea 004E,E09000020,Kensington and Chelsea,37.842,4928,2,0.209,6143,2,0.17,4964,2,7.5889999999999995,24385,8,-0.249,19850,7,1.239,2033,1,42.622,1515,1,51.618,1641,1,W10 5LT,W10  5LT,W10 5LT,198001,0,0,E00014325,E02000580,E09000020,Kensington and Chelsea 004E,Kensington and Chelsea 004,Kensington and Chelsea,,2409755
E01002857,2886,Kensington and Chelsea 001E,E09000020,Kensington and Chelsea,59.00899999999999,1012,1,0.389,504,1,0.317,312,1,17.439,15509,5,0.506,9023,3,1.272,1868,1,42.955,1439,1,30.124000000000002,8731,3,W10 5PG,W10  5PG,W10 5PG,198001,0,1,E00014310,E02000577,E09000020,Kensington and Chelsea 001E,Kensington and Chelsea 001,Kensington and Chelsea,,2409653
