,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
2581,E01002560,Hounslow 023D,E09000018,Hounslow,28.577,8721,3,0.158,9824,3,0.11,11047,4,32.944,7456,3,0.278,11940,4,1.064,3039,1,29.745,7145,3,18.245,16617,6
2582,E01002561,Hounslow 023E,E09000018,Hounslow,34.677,5999,2,0.246,4213,2,0.146,6956,3,44.665,4249,2,0.085,14745,5,0.001,16656,6,41.103,1896,1,14.183,19958,7
2583,E01002562,Hounslow 003A,E09000018,Hounslow,32.826,6744,3,0.191,7246,3,0.118,9976,4,17.644,15366,5,0.27,12056,4,1.124,2652,1,37.446,3042,1,38.376,4848,2
2584,E01002563,Hounslow 006A,E09000018,Hounslow,15.794,18140,6,0.081,19373,6,0.063,20798,7,3.795,28768,9,-0.65,25348,8,0.201,13487,5,29.51,7294,3,42.798,3453,2
2585,E01002564,Hounslow 003B,E09000018,Hounslow,34.25,6163,2,0.24,4502,2,0.138,7698,3,15.098,17287,6,0.103,14468,5,1.126,2642,1,35.184,4000,2,33.455,6977,3
2586,E01002565,Hounslow 006B,E09000018,Hounslow,18.186,15965,5,0.084,18869,6,0.044,26734,9,4.4,28041,9,-0.43,22508,7,-0.288,20867,7,36.64,3354,2,58.826,790,1
2587,E01002566,Hounslow 003C,E09000018,Hounslow,34.247,6165,2,0.223,5370,2,0.125,9066,3,17.574,15414,5,-0.102,17593,6,0.585,7921,3,37.44,3046,1,56.539,1009,1
2588,E01002567,Hounslow 006C,E09000018,Hounslow,21.331,13287,5,0.118,13889,5,0.062,20834,7,3.849,28711,9,-0.562,24206,8,1.383,1414,1,23.41,12751,4,46.365,2587,1
2589,E01002568,Hounslow 003D,E09000018,Hounslow,31.74,7180,3,0.211,6014,2,0.11,11064,4,15.18,17222,6,0.732,6566,2,0.722,6260,2,39.674,2297,1,25.042,11752,4
2590,E01002569,Hounslow 001A,E09000018,Hounslow,9.196,25541,8,0.052,25565,8,0.044,26751,9,1.181,31807,10,-0.668,25561,8,-0.307,21149,7,25.435,10713,4,29.995,8817,3
2591,E01002570,Hounslow 001B,E09000018,Hounslow,13.41,20610,7,0.07,21527,7,0.046,25889,8,4.889,27434,9,-0.416,22329,7,0.123,14770,5,27.627,8735,3,37.983,4994,2
2592,E01002571,Hounslow 007A,E09000018,Hounslow,5.356,30161,10,0.03,30897,10,0.022,31984,10,1.543,31400,10,-1.181,30177,10,-0.515,23989,8,23.519,12645,4,22.395,13576,5
2593,E01002572,Hounslow 007B,E09000018,Hounslow,30.321,7879,3,0.215,5815,2,0.138,7673,3,17.944,15172,5,0.552,8490,3,0.268,12416,4,35.219,3978,2,19.508,15669,5
2594,E01002573,Hounslow 001C,E09000018,Hounslow,12.117,22030,7,0.051,25977,8,0.036,29029,9,1.309,31675,10,-1.195,30256,10,0.356,11085,4,26.116,10070,4,46.688,2510,1
2595,E01002574,Hounslow 001D,E09000018,Hounslow,10.811,23534,8,0.058,24301,8,0.037,28720,9,2.533,30285,10,-0.987,28712,9,0.383,10702,4,24.39,11726,4,34.972,6253,2
2596,E01002575,Hounslow 001E,E09000018,Hounslow,7.341,27891,9,0.045,27406,9,0.03,30720,10,0.63,32412,10,-0.965,28549,9,-0.243,20232,7,24.031,12110,4,28.066,9913,4
2597,E01002576,Hounslow 008A,E09000018,Hounslow,21.712,12986,4,0.143,11131,4,0.106,11579,4,5.936,26232,8,-0.092,17443,6,0.551,8384,3,24.909,11220,4,33.776,6811,3
2598,E01002577,Hounslow 007C,E09000018,Hounslow,12.295,21840,7,0.071,21278,7,0.053,23849,8,1.041,31978,10,-0.916,28109,9,0.443,9871,4,23.136,13060,4,35.124,6185,2
2599,E01002578,Hounslow 007D,E09000018,Hounslow,10.479,23903,8,0.073,20979,7,0.047,25583,8,0.742,32300,10,-1.103,29614,10,0.458,9650,3,19.286,17528,6,29.545,9076,3
2600,E01002579,Hounslow 008B,E09000018,Hounslow,9.854,24691,8,0.053,25496,8,0.047,25523,8,0.385,32622,10,-0.891,27898,9,0.411,10284,4,24.76,11360,4,24.71,11964,4
2601,E01002580,Hounslow 008C,E09000018,Hounslow,24.639,10987,4,0.132,12281,4,0.089,14565,5,4.397,28045,9,0.501,9065,3,0.635,7256,3,31.822,5764,2,41.556,3775,2
2602,E01002581,Hounslow 008D,E09000018,Hounslow,11.422,22834,7,0.069,21722,7,0.048,25481,8,2.864,29903,10,-0.705,25967,8,0.575,8063,3,25.694,10463,4,21.004,14562,5
2603,E01002582,Hounslow 008E,E09000018,Hounslow,12.129,22012,7,0.083,19095,6,0.062,20935,7,2.126,30762,10,-0.34,21288,7,0.288,12133,4,20.841,15671,5,22.949,13162,5
2604,E01002583,Hounslow 013A,E09000018,Hounslow,23.659,11602,4,0.121,13560,5,0.067,19515,6,8.726,23162,8,-0.306,20740,7,0.833,5076,2,47.002,711,1,31.86,7794,3
2605,E01002584,Hounslow 013B,E09000018,Hounslow,18.791,15419,5,0.088,18263,6,0.063,20716,7,10.289,21560,7,-0.175,18749,6,0.174,13930,5,42.639,1505,1,28.767,9527,3
2606,E01002585,Hounslow 013C,E09000018,Hounslow,28.48,8782,3,0.162,9432,3,0.1,12457,4,21.127,13057,4,-0.3,20645,7,0.215,13255,5,51.11,205,1,29.587,9056,3
2607,E01002586,Hounslow 013D,E09000018,Hounslow,16.639,17327,6,0.082,19215,6,0.054,23579,8,15.954,16622,6,-0.555,24128,8,0.046,15953,5,35.698,3772,2,33.771,6812,3
2608,E01002587,Hounslow 016A,E09000018,Hounslow,24.141,11297,4,0.144,11050,4,0.091,14061,5,11.658,20273,7,-0.12,17886,6,0.449,9774,3,40.743,1984,1,30.936,8294,3
2609,E01002588,Hounslow 016B,E09000018,Hounslow,37.79,4946,2,0.274,3095,1,0.171,4946,2,42.939,4647,2,0.142,13852,5,-0.075,17767,6,41.351,1822,1,16.067,18367,6
2610,E01002589,Hounslow 013E,E09000018,Hounslow,23.215,11917,4,0.173,8537,3,0.096,13195,5,16.63,16093,5,-0.039,16596,6,-0.311,21199,7,38.663,2599,1,19.017,16029,5
2611,E01002590,Hounslow 022C,E09000018,Hounslow,18.708,15491,5,0.088,18181,6,0.061,21107,7,25.048,10804,4,-0.155,18459,6,0.36,11017,4,30.539,6580,3,29.748,8965,3
2612,E01002591,Hounslow 024A,E09000018,Hounslow,21.737,12963,4,0.128,12715,4,0.088,14709,5,29.305,8857,3,0.086,14716,5,-0.276,20696,7,31.493,5970,2,23.268,12940,4
2613,E01002592,Hounslow 022D,E09000018,Hounslow,24.445,11100,4,0.156,9936,4,0.095,13327,5,27.963,9409,3,-0.273,20252,7,-0.532,24209,8,42.499,1541,1,22.714,13326,5
2614,E01002593,Hounslow 024B,E09000018,Hounslow,23.759,11534,4,0.114,14416,5,0.078,16864,6,18.354,14870,5,0.589,8069,3,0.73,6178,2,30.706,6470,2,29.868,8893,3
2615,E01002594,Hounslow 024C,E09000018,Hounslow,21.842,12881,4,0.152,10309,4,0.097,13086,4,14.14,18036,6,0.027,15594,5,0.234,12958,4,29.604,7239,3,24.985,11792,4
2616,E01002595,Hounslow 022E,E09000018,Hounslow,27.052,9557,3,0.177,8285,3,0.108,11347,4,28.597,9143,3,-0.039,16601,6,0.337,11373,4,34.092,4527,2,28.11,9888,4
2617,E01002596,Hounslow 027A,E09000018,Hounslow,24.229,11229,4,0.149,10593,4,0.074,17683,6,16.633,16089,5,0.27,12053,4,-0.019,16982,6,41.841,1699,1,31.041,8233,3
2618,E01002598,Hounslow 025B,E09000018,Hounslow,25.724,10352,4,0.134,12064,4,0.082,15889,5,31.31,8066,3,-0.302,20685,7,0.837,5047,2,34.507,4320,2,33.959,6711,3
2619,E01002599,Hounslow 025C,E09000018,Hounslow,26.574,9854,4,0.165,9176,3,0.102,12274,4,31.233,8098,3,-0.343,21344,7,0.634,7274,3,38.082,2808,1,18.987,16045,5
2620,E01002600,Hounslow 025D,E09000018,Hounslow,27.138,9513,3,0.169,8859,3,0.103,12029,4,36.925,6212,2,-0.167,18634,6,0.455,9688,3,29.312,7433,3,32.556,7437,3
2621,E01002601,Hounslow 027B,E09000018,Hounslow,16.844,17139,6,0.106,15425,5,0.054,23586,8,16.392,16278,5,-0.255,19951,7,0.198,13526,5,36.211,3530,2,16.301,18144,6
2622,E01002602,Hounslow 027C,E09000018,Hounslow,15.557,18387,6,0.081,19408,6,0.058,22103,7,17.46,15498,5,-0.44,22643,7,-0.418,22671,7,35.73,3761,2,25.741,11322,4
2623,E01002603,Hounslow 025E,E09000018,Hounslow,26.622,9819,3,0.164,9288,3,0.088,14648,5,33.235,7366,3,0.397,10356,4,0.311,11773,4,37.98,2841,1,14.123,20002,7
2624,E01002604,Hounslow 026A,E09000018,Hounslow,35.261,5805,2,0.253,3877,2,0.154,6225,2,33.488,7277,3,-0.019,16291,5,0.569,8149,3,40.324,2107,1,16.516,17975,6
2625,E01002605,Hounslow 026B,E09000018,Hounslow,31.415,7338,3,0.193,7077,3,0.113,10668,4,26.324,10146,4,0.075,14873,5,0.683,6693,3,37.886,2877,1,37.542,5149,2
2626,E01002606,Hounslow 026C,E09000018,Hounslow,38.199,4811,2,0.256,3754,2,0.13,8462,3,39.124,5603,2,0.676,7109,3,0.11,14992,5,46.292,842,1,24.566,12049,4
2627,E01002607,Hounslow 026D,E09000018,Hounslow,21.091,13493,5,0.153,10229,4,0.086,15067,5,22.666,12126,4,-0.367,21685,7,0.186,13741,5,26.875,9396,3,28.202,9837,3
2628,E01002608,Hounslow 028A,E09000018,Hounslow,30.406,7837,3,0.175,8421,3,0.137,7736,3,30.429,8392,3,0.058,15102,5,1.106,2762,1,30.359,6710,3,18.834,16167,5
2629,E01002609,Hounslow 028B,E09000018,Hounslow,15.969,17978,6,0.09,17965,6,0.056,22754,7,13.074,18970,6,-0.362,21622,7,0.392,10569,4,27.667,8703,3,31.54,7966,3
2630,E01002610,Hounslow 028C,E09000018,Hounslow,26.724,9741,3,0.178,8162,3,0.11,11035,4,30.498,8368,3,0.065,15017,5,0.622,7424,3,30.387,6689,3,16.898,17672,6
2631,E01002611,Hounslow 024D,E09000018,Hounslow,21.015,13547,5,0.097,16849,6,0.074,17876,6,23.044,11875,4,-0.123,17939,6,0.713,6360,2,30.849,6388,2,30.483,8528,3
2632,E01002612,Hounslow 024E,E09000018,Hounslow,26.874,9664,3,0.18,8059,3,0.092,14001,5,21.154,13042,4,-0.113,17788,6,1.02,3365,2,30.336,6728,3,30.987,8261,3
2633,E01002613,Hounslow 024F,E09000018,Hounslow,18.663,15529,5,0.12,13640,5,0.079,16633,6,18.14,15042,5,-0.077,17205,6,-0.152,18912,6,27.336,8962,3,28.375,9738,3
2634,E01002614,Hounslow 027D,E09000018,Hounslow,14.622,19316,6,0.086,18507,6,0.049,25001,8,10.991,20901,7,-0.652,25375,8,-0.505,23871,8,41.33,1830,1,21.121,14473,5
2635,E01002615,Hounslow 026E,E09000018,Hounslow,35.997,5539,2,0.224,5324,2,0.145,7011,3,30.629,8312,3,0.342,11063,4,0.415,10233,4,48.934,461,1,19.272,15822,5
2636,E01002616,Hounslow 027E,E09000018,Hounslow,17.155,16858,6,0.102,16016,5,0.068,19278,6,23.838,11425,4,-0.025,16383,5,-0.053,17469,6,23.951,12197,4,24.358,12189,4
2637,E01002617,Hounslow 028D,E09000018,Hounslow,13.082,20968,7,0.062,23305,8,0.046,25935,8,12.086,19867,7,-0.727,26206,8,-0.302,21070,7,38.835,2543,1,21.92,13901,5
2638,E01002618,Hounslow 011A,E09000018,Hounslow,16.027,17916,6,0.101,16159,5,0.07,18659,6,8.055,23883,8,-0.617,24929,8,0.325,11560,4,27.987,8449,3,29.869,8891,3
2639,E01002619,Hounslow 010A,E09000018,Hounslow,18.826,15394,5,0.127,12921,4,0.062,21012,7,11.638,20294,7,-0.522,23714,8,0.502,9060,3,35.336,3919,2,26.614,10803,4
2640,E01002620,Hounslow 004A,E09000018,Hounslow,25.894,10260,4,0.169,8854,3,0.098,12843,4,14.589,17689,6,-0.284,20402,7,0.747,5975,2,37.474,3031,1,30.595,8460,3
2641,E01002621,Hounslow 011B,E09000018,Hounslow,20.065,14294,5,0.124,13258,5,0.083,15756,5,11.988,19948,7,-0.227,19520,6,0.124,14739,5,34.556,4291,2,30.217,8685,3
2642,E01002622,Hounslow 010B,E09000018,Hounslow,22.887,12136,4,0.123,13317,5,0.072,18148,6,8.292,23652,8,-0.09,17402,6,0.955,3875,2,41.049,1913,1,26.462,10902,4
2643,E01002623,Hounslow 011C,E09000018,Hounslow,28.246,8903,3,0.167,8997,3,0.116,10239,4,11.543,20379,7,0.447,9754,3,0.525,8734,3,41.414,1800,1,25.124,11702,4
2644,E01002624,Hounslow 017A,E09000018,Hounslow,21.671,13021,4,0.095,17044,6,0.068,19275,6,8.699,23189,8,-0.345,21365,7,0.538,8572,3,43.248,1375,1,40.185,4203,2
2645,E01002625,Hounslow 004B,E09000018,Hounslow,16.44,17517,6,0.102,16048,5,0.076,17312,6,11.016,20871,7,-0.748,26435,9,0.039,16068,5,30.612,6522,2,29.301,9215,3
2646,E01002626,Hounslow 004C,E09000018,Hounslow,18.608,15569,5,0.098,16582,6,0.071,18374,6,10.462,21396,7,-0.331,21137,7,0.948,3954,2,28.783,7832,3,25.6,11408,4
2647,E01002627,Hounslow 004D,E09000018,Hounslow,28.971,8506,3,0.213,5952,2,0.136,7825,3,19.236,14234,5,0.305,11555,4,-0.496,23724,8,40.358,2094,1,16.808,17749,6
2648,E01002628,Hounslow 011D,E09000018,Hounslow,17.193,16819,6,0.12,13624,5,0.059,21695,7,7.717,24223,8,-0.495,23355,8,0.447,9804,3,31.649,5878,2,28.64,9592,3
2649,E01002629,Hounslow 011E,E09000018,Hounslow,23.111,11979,4,0.149,10606,4,0.081,15992,5,8.379,23549,8,-0.036,16543,6,0.435,9967,4,38.367,2709,1,32.64,7385,3
2650,E01002630,Hounslow 012A,E09000018,Hounslow,17.06,16936,6,0.089,18086,6,0.055,23087,8,6.079,26084,8,-0.959,28491,9,0.464,9577,3,39.052,2467,1,34.0,6692,3
2651,E01002631,Hounslow 004E,E09000018,Hounslow,23.712,11568,4,0.178,8206,3,0.092,13978,5,11.339,20575,7,-0.293,20549,7,0.322,11611,4,37.668,2949,1,27.843,10049,4
2652,E01002632,Hounslow 010C,E09000018,Hounslow,19.386,14926,5,0.103,15969,5,0.073,18021,6,8.585,23327,8,-0.532,23821,8,0.967,3790,2,30.375,6698,3,31.447,8024,3
2653,E01002633,Hounslow 005A,E09000018,Hounslow,38.259,4802,2,0.26,3598,2,0.159,5775,2,29.261,8875,3,0.511,8977,3,0.058,15771,5,46.777,756,1,24.47,12110,4
2654,E01002634,Hounslow 005B,E09000018,Hounslow,32.83,6742,3,0.22,5499,2,0.15,6546,2,27.281,9703,3,-0.111,17761,6,0.587,7905,3,41.543,1763,1,18.671,16295,5
2655,E01002635,Hounslow 010D,E09000018,Hounslow,20.411,14005,5,0.116,14133,5,0.068,19369,6,10.177,21653,7,-0.689,25806,8,1.068,3007,1,32.592,5335,2,30.673,8428,3
2656,E01002636,Hounslow 010E,E09000018,Hounslow,16.552,17423,6,0.105,15675,5,0.062,20976,7,10.987,20905,7,-0.561,24201,8,0.139,14486,5,35.128,4036,2,25.373,11537,4
2657,E01002637,Hounslow 005C,E09000018,Hounslow,31.385,7357,3,0.195,6993,3,0.109,11135,4,21.257,12991,4,-0.16,18531,6,0.479,9361,3,48.256,543,1,34.83,6319,2
2658,E01002638,Hounslow 005D,E09000018,Hounslow,30.834,7635,3,0.22,5555,2,0.112,10716,4,21.919,12590,4,-0.178,18807,6,1.048,3155,1,39.547,2338,1,19.909,15358,5
2659,E01002639,Hounslow 012B,E09000018,Hounslow,14.789,19136,6,0.072,21109,7,0.057,22366,7,4.379,28064,9,-0.406,22198,7,0.536,8585,3,33.527,4800,2,25.048,11747,4
2660,E01002640,Hounslow 012C,E09000018,Hounslow,18.568,15615,5,0.07,21439,7,0.035,29420,9,5.921,26248,8,-0.362,21609,7,1.362,1502,1,39.031,2474,1,28.601,9610,3
2661,E01002641,Hounslow 018A,E09000018,Hounslow,26.128,10104,4,0.136,11917,4,0.072,18153,6,9.945,21881,7,-0.322,20992,7,1.409,1323,1,40.204,2137,1,36.113,5763,2
2662,E01002642,Hounslow 015A,E09000018,Hounslow,21.183,13415,5,0.105,15624,5,0.061,21220,7,5.868,26304,9,-0.637,25173,8,0.661,6963,3,41.669,1737,1,43.08,3386,2
2663,E01002643,Hounslow 015B,E09000018,Hounslow,22.949,12090,4,0.139,11519,4,0.086,14999,5,9.325,22550,7,0.055,15158,5,0.372,10854,4,34.847,4149,2,36.219,5719,2
2664,E01002645,Hounslow 015C,E09000018,Hounslow,25.375,10526,4,0.135,11959,4,0.067,19639,6,12.084,19871,7,-0.141,18250,6,1.197,2247,1,36.992,3200,1,39.972,4267,2
2665,E01002646,Hounslow 017B,E09000018,Hounslow,29.885,8074,3,0.211,6025,2,0.118,9932,4,13.973,18185,6,0.255,12251,4,0.193,13622,5,41.424,1797,1,31.453,8018,3
2666,E01002647,Hounslow 021A,E09000018,Hounslow,23.875,11448,4,0.135,11966,4,0.089,14403,5,10.95,20948,7,0.11,14353,5,0.434,9980,4,43.058,1417,1,23.868,12514,4
2667,E01002648,Hounslow 018C,E09000018,Hounslow,20.096,14256,5,0.103,15908,5,0.059,21704,7,9.426,22447,7,-0.166,18627,6,0.868,4707,2,38.786,2559,1,26.022,11145,4
2668,E01002649,Hounslow 018D,E09000018,Hounslow,26.623,9818,3,0.155,10006,4,0.096,13248,5,6.005,26158,8,0.168,13498,5,0.676,6774,3,39.911,2213,1,38.329,4872,2
2669,E01002650,Hounslow 021B,E09000018,Hounslow,23.751,11539,4,0.151,10398,4,0.081,16040,5,8.812,23066,8,-0.49,23289,8,0.321,11627,4,48.862,467,1,26.123,11099,4
2670,E01002651,Hounslow 021C,E09000018,Hounslow,19.225,15066,5,0.137,11792,4,0.068,19227,6,6.057,26109,8,-0.166,18619,6,0.426,10082,4,34.705,4217,2,25.576,11428,4
2671,E01002652,Hounslow 021D,E09000018,Hounslow,18.402,15782,5,0.125,13048,4,0.07,18664,6,8.866,23005,8,-0.609,24826,8,0.568,8161,3,31.54,5945,2,27.872,10032,4
2672,E01002653,Hounslow 019A,E09000018,Hounslow,14.702,19227,6,0.083,18985,6,0.07,18865,6,8.393,23536,8,-0.396,22065,7,-0.2,19608,6,29.405,7373,3,29.473,9112,3
2673,E01002654,Hounslow 019B,E09000018,Hounslow,14.654,19284,6,0.072,21065,7,0.068,19307,6,6.03,26129,8,-0.639,25195,8,0.133,14606,5,31.995,5658,2,30.802,8365,3
2674,E01002655,Hounslow 019C,E09000018,Hounslow,12.671,21413,7,0.06,23622,8,0.059,21943,7,6.217,25938,8,-0.702,25944,8,0.244,12820,4,25.649,10520,4,32.973,7215,3
2675,E01002656,Hounslow 019D,E09000018,Hounslow,14.958,18955,6,0.075,20592,7,0.066,19735,7,8.567,23340,8,-0.178,18809,6,-0.426,22780,7,34.55,4295,2,26.382,10935,4
2676,E01002657,Hounslow 018E,E09000018,Hounslow,8.719,26151,8,0.053,25408,8,0.032,30021,10,4.742,27615,9,-0.768,26661,9,-0.046,17378,6,25.354,10789,4,24.779,11926,4
2677,E01002658,Hounslow 015D,E09000018,Hounslow,9.969,24569,8,0.043,27868,9,0.03,30583,10,3.578,29033,9,-0.392,22019,7,0.25,12728,4,31.606,5905,2,20.277,15075,5
2678,E01002659,Hounslow 019E,E09000018,Hounslow,14.745,19183,6,0.086,18613,6,0.058,22051,7,10.789,21091,7,-0.576,24394,8,-0.419,22686,7,36.9,3235,1,24.279,12235,4
2679,E01002660,Hounslow 016C,E09000018,Hounslow,18.802,15408,5,0.128,12819,4,0.065,19998,7,9.787,22067,7,-0.612,24856,8,0.465,9546,3,34.843,4151,2,29.1,9322,3
2680,E01002661,Hounslow 016D,E09000018,Hounslow,16.528,17440,6,0.095,17043,6,0.059,21853,7,10.902,20983,7,-0.544,23980,8,0.332,11457,4,34.362,4390,2,27.701,10137,4
2681,E01002662,Hounslow 017C,E09000018,Hounslow,17.234,16786,6,0.059,24070,8,0.037,28784,9,5.771,26421,9,-0.533,23833,8,0.65,7071,3,39.964,2197,1,43.684,3248,1
2682,E01002663,Hounslow 017D,E09000018,Hounslow,21.955,12810,4,0.146,10864,4,0.07,18855,6,11.328,20588,7,0.108,14386,5,0.326,11553,4,40.304,2116,1,22.978,13140,5
2683,E01002664,Hounslow 017E,E09000018,Hounslow,28.32,8869,3,0.174,8483,3,0.116,10213,4,5.553,26663,9,-0.166,18618,6,0.976,3713,2,38.628,2614,1,36.497,5580,2
2684,E01002665,Hounslow 016E,E09000018,Hounslow,23.173,11944,4,0.164,9328,3,0.091,14160,5,13.027,19017,6,0.118,14232,5,0.089,15291,5,35.423,3885,2,26.992,10551,4
2685,E01002666,Hounslow 021E,E09000018,Hounslow,17.794,16317,5,0.118,13955,5,0.077,17009,6,10.639,21229,7,-0.303,20686,7,-0.043,17334,6,32.091,5592,2,26.951,10577,4
2686,E01002667,Hounslow 020A,E09000018,Hounslow,20.952,13586,5,0.145,11004,4,0.097,13123,4,8.086,23851,8,-0.054,16842,6,0.593,7833,3,28.066,8373,3,23.138,13027,4
2687,E01002668,Hounslow 014A,E09000018,Hounslow,15.455,18494,6,0.091,17686,6,0.072,18329,6,11.964,19968,7,-0.302,20681,7,0.195,13600,5,28.849,7769,3,19.644,15566,5
2688,E01002669,Hounslow 014B,E09000018,Hounslow,38.698,4666,2,0.245,4267,2,0.146,6930,3,25.226,10715,4,0.482,9307,3,0.134,14591,5,50.01,318,1,36.975,5403,2
2689,E01002670,Hounslow 020B,E09000018,Hounslow,15.821,18118,6,0.083,19083,6,0.058,22001,7,6.798,25255,8,-0.572,24345,8,0.363,10974,4,34.272,4441,2,31.2,8158,3
2690,E01002671,Hounslow 020C,E09000018,Hounslow,17.739,16369,5,0.097,16787,6,0.081,16016,5,8.7,23188,8,-0.359,21573,7,0.287,12137,4,25.527,10640,4,38.087,4954,2
2691,E01002672,Hounslow 020D,E09000018,Hounslow,26.691,9767,3,0.192,7204,3,0.102,12219,4,12.362,19604,6,0.148,13758,5,0.269,12409,4,41.085,1901,1,24.788,11919,4
2692,E01002673,Hounslow 020E,E09000018,Hounslow,49.21,2294,1,0.331,1421,1,0.209,2734,1,34.916,6787,3,0.94,4688,2,0.526,8717,3,48.335,532,1,15.573,18753,6
2693,E01002674,Hounslow 012D,E09000018,Hounslow,14.573,19371,6,0.086,18586,6,0.047,25658,8,1.908,30996,10,-0.981,28673,9,0.129,14672,5,39.072,2463,1,31.301,8107,3
2694,E01002675,Hounslow 009A,E09000018,Hounslow,13.828,20123,7,0.086,18569,6,0.045,26232,8,1.711,31201,10,-0.8,27005,9,0.363,10972,4,38.224,2761,1,21.117,14475,5
2695,E01002676,Hounslow 012E,E09000018,Hounslow,15.65,18291,6,0.06,23727,8,0.047,25548,8,1.235,31743,10,-0.998,28802,9,0.942,4005,2,39.762,2268,1,28.243,9814,3
2696,E01002677,Hounslow 015E,E09000018,Hounslow,19.551,14763,5,0.11,14879,5,0.08,16355,5,5.074,27204,9,-0.197,19083,6,0.711,6382,2,29.671,7200,3,33.459,6975,3
2697,E01002678,Hounslow 009B,E09000018,Hounslow,11.412,22847,7,0.058,24323,8,0.033,29774,10,1.442,31524,10,-1.259,30655,10,-0.417,22661,7,42.213,1612,1,26.329,10973,4
2698,E01002679,Hounslow 009C,E09000018,Hounslow,13.359,20674,7,0.064,22842,7,0.04,27993,9,3.617,28987,9,-0.57,24332,8,-0.394,22367,7,41.292,1838,1,30.727,8397,3
2699,E01002680,Hounslow 009D,E09000018,Hounslow,16.185,17764,6,0.075,20467,7,0.054,23509,8,2.559,30262,10,-0.552,24080,8,0.724,6233,2,33.164,4997,2,35.811,5888,2
2700,E01002681,Hounslow 014C,E09000018,Hounslow,26.437,9916,4,0.158,9810,3,0.121,9565,3,12.14,19818,7,-0.138,18200,6,1.065,3026,1,33.607,4763,2,23.295,12929,4
2701,E01002682,Hounslow 014D,E09000018,Hounslow,18.175,15987,5,0.098,16658,6,0.062,21055,7,9.45,22418,7,-0.294,20565,7,0.621,7429,3,31.949,5693,2,33.058,7176,3
2702,E01002683,Hounslow 014E,E09000018,Hounslow,12.087,22060,7,0.065,22596,7,0.041,27720,9,3.53,29095,9,-0.709,26009,8,0.088,15311,5,26.502,9709,3,39.323,4493,2
2703,E01002684,Hounslow 006D,E09000018,Hounslow,24.157,11286,4,0.158,9820,3,0.086,15005,5,11.761,20183,7,-0.012,16199,5,0.309,11800,4,28.162,8289,3,48.396,2185,1
2704,E01002686,Hounslow 006E,E09000018,Hounslow,37.807,4940,2,0.21,6076,2,0.147,6841,3,28.2,9313,3,0.581,8161,3,0.925,4182,2,47.412,640,1,22.725,13319,5
2705,E01002687,Hounslow 029A,E09000018,Hounslow,11.415,22842,7,0.075,20399,7,0.04,27980,9,1.006,32017,10,-0.974,28615,9,0.459,9643,3,26.632,9613,3,28.527,9654,3
2706,E01002689,Hounslow 007E,E09000018,Hounslow,19.261,15036,5,0.133,12168,4,0.104,11906,4,10.992,20899,7,-0.304,20725,7,0.014,16456,6,23.112,13088,4,31.463,8010,3
2707,E01002690,Hounslow 007F,E09000018,Hounslow,10.253,24196,8,0.055,25009,8,0.047,25510,8,0.453,32558,10,-0.896,27945,9,-0.117,18380,6,26.297,9892,4,34.205,6589,3
2708,E01002691,Hounslow 029B,E09000018,Hounslow,10.73,23626,8,0.063,22983,7,0.049,24972,8,2.773,30008,10,-1.064,29325,9,-0.88,28054,9,33.946,4597,2,28.2,9841,3
2709,E01002692,Hounslow 029C,E09000018,Hounslow,16.106,17842,6,0.102,16096,5,0.065,20186,7,5.463,26761,9,-0.993,28761,9,0.02,16367,5,32.104,5580,2,37.792,5071,2
2710,E01002693,Hounslow 029D,E09000018,Hounslow,15.502,18443,6,0.105,15693,5,0.055,23263,8,1.866,31039,10,-0.306,20745,7,0.624,7408,3,24.939,11179,4,32.468,7480,3
2711,E01032573,Hounslow 029E,E09000018,Hounslow,11.533,22713,7,0.063,22935,7,0.038,28332,9,3.943,28602,9,-0.954,28448,9,0.303,11892,4,24.215,11917,4,37.707,5098,2
2712,E01033000,Hounslow 025F,E09000018,Hounslow,36.05,5512,2,0.239,4539,2,0.154,6242,2,32.459,7633,3,0.449,9725,3,0.4,10453,4,40.629,2014,1,22.204,13720,5
2713,E01033030,Hounslow 025G,E09000018,Hounslow,18.378,15806,5,0.077,20100,7,0.049,25045,8,10.861,21027,7,0.033,15507,5,-0.11,18287,6,33.637,4754,2,49.77,1952,1
